Buyer Address,Buyer Name,Trade Count,Trade Collection,Trade NFT,Trade Price,Trade Date,Featured Date 
0x9845bc3476d1f891266d2a4c7be093e2527c489c,DrAnkin,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #14/84,0.25,2021-07-23T23:00:40.550325,2021-07-24T12:01:47
0xb4d551a0f320df92ab2e58903f1c2d33062224cc,sethesquire,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #19/84,0.25,2021-07-23T22:27:23.351954,2021-07-24T12:01:47
0x0364bada3496698d494a9237d6bbbbd8efbdcc55,raymonnijjar,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #24/84,0.25,2021-07-23T18:45:55.607223,2021-07-24T12:01:47
0x3c4cadd0512b94f0f8faedee2b7393cad57f9339,DBurr,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #15/84,0.25,2021-07-23T18:01:43.973509,2021-07-24T12:01:47
0x3fae8b9afcfb9cf19f6cdbcc61532b01e8c18604,jenk,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #23/84,0.25,2021-07-23T14:29:30.630287,2021-07-24T12:01:47
0x78e9be8a8e2bb48e6d29561b335eb0e61a408476,KingEddy14,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #13/84,0.25,2021-07-23T09:19:26.660481,2021-07-24T12:01:47
0x2c2c4da5b6f59d9ddad71f6d7407575f9e9a4eb8,Tinsley,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #21/84,0.25,2021-07-23T06:12:10.812159,2021-07-24T12:01:47
0x0b0b540d8890bacbd116f11ba805c5e3432b5abf,Menace12,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #11/84,0.25,2021-07-23T05:34:03.514550,2021-07-24T12:01:47
0x9ca4fc78f7411292abd197b6d25ec3921b0b937f,Npyee,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #10/84,0.25,2021-07-23T02:57:33.376696,2021-07-24T12:01:47
0xb74d382a9aac99a33b1129a234abe3938ba6decb,GeezLouweez,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #69/84,0.25,2021-07-23T02:21:48.806523,2021-07-24T12:01:47
0xc182f4f176ae71924f93e73c2def6917e0a7e3a5,,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #9/84,0.25,2021-07-23T02:07:42.746356,2021-07-24T12:01:47
0x2776e887270efd4bcf48e8281e3dac2d72504d97,troonsy,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #8/84,0.25,2021-07-23T01:25:23.344420,2021-07-24T12:01:47
0xda59a5ec18a3bc48f1346a1a439aee253405f2a1,rudinivault,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #6/84,0.25,2021-07-23T01:10:29.705635,2021-07-24T12:01:47
0x063331454cb415cf949b1222f62addd67fc240bd,Mavericksmomma,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #7/84,0.25,2021-07-23T01:04:23.486179,2021-07-24T12:01:47
0xa88d7c47433acf0e439f4ddcda17856d2c5338a4,PokerProErik,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #3/84,0.25,2021-07-23T00:43:57.779716,2021-07-24T12:01:47
0x70f24cf62f384472b3c02a3712ee452beed0bf08,NoneReady,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #4/84,0.25,2021-07-23T00:32:22.875269,2021-07-24T12:01:47
0x74f5bd0939fed65c4dcd3f7f03ca2954149fe965,KiandoSwags,1,Sacramento Kings,1985 Inaugural Season Opening Night Pin - Special Edition #5/84,0.25,2021-07-22T23:47:36.789828,2021-07-24T12:01:47
0x9b644307d735abff8970d1a83389c42172f0220d,A12sc,1,CryptoMotors,Abyssus,1.88e-12,2021-07-22T12:23:41.547598,2021-07-29T15:16:41
0xa32ed307082ed846785df731aeed50a3dc486630,Famd319,1,CryptoMotors,Abyssus,12000.0,2021-06-28T13:05:10.008188,2021-07-29T15:16:41
0xcc30de0aa9788d2b792c855353326d6e8c7b4097,kamax,1,CryptoMotors,Abyssus,12000.0,2021-05-22T15:23:07.770992,2021-07-29T15:16:41
0xdbee66a794d8970f1a743a6165f9534956c0fb89,Hechimahero,1,CryptoMotors,Sedan,0.94,2021-05-06T12:00:06.341740,2021-07-29T15:16:41
0x519e19eac9ead404343c68224dd2a22c5c25f992,kingtrippy,1,CryptoMotors,Abyssus,1.99,2021-05-03T04:18:55.951308,2021-07-29T15:16:41
0x514298b6eb4caec762d85b5708ce645ec62f77a6,Artific,1,CryptoMotors,Abyssus,12000.0,2021-04-22T21:45:33.957308,2021-07-29T15:16:41
0x0dac0d611db5955bbe881cf8d75d4c80271cae83,6fc76v7bu,1,CryptoMotors,Abyssus,1.39,2021-04-10T07:04:09.678552,2021-07-29T15:16:41
0xb00c6641042ee7df4731e972b9ddf5a385d14ee0,Vovo,1,CryptoMotors,Abyssus,1.99,2021-03-30T02:41:40.137325,2021-07-29T15:16:41
0x378ff65cb9e9b83b86aa2534c9991e5b28f1ec92,yaboi,1,CryptoMotors,Abyssus,1.99,2021-03-24T18:09:04.682349,2021-07-29T15:16:41
0x3d0d7f8720a02cfc9fee5dc7dc08181303a6ed86,ricfish,1,CryptoMotors,Abyssus,1.5,2021-03-23T03:06:30.728500,2021-07-29T15:16:41
0x7032681afec27522a44c789ba1acf1899f8ede01,djchad,1,CryptoMotors,Abyssus,1.98,2021-03-22T07:26:56.403596,2021-07-29T15:16:41
0x484b522461c6890c7314261fd3e6ec6477c9e4fc,vegasfinds777,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:57:12.376419,2021-07-29T15:16:41
0x6e03fd45c470c95f9e917c38f1b9e99023af446a,mitocondria87,1,CryptoMotors,Abyssus,7.6e-13,2021-03-21T21:47:10.044368,2021-07-29T15:16:41
0x63c696931d3d3fd7cd83472febd193488266660d,AstonMartin,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:32:24.898731,2021-07-29T15:16:41
0xb171c4ea147bc7af85d664d84783c2e26978bb51,JamieOV,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:28:53.781483,2021-07-29T15:16:41
0xc6a5aa5a30b625090a1c5e975b237e9d48dc83a0,,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:23:29.578853,2021-07-29T15:16:41
0x1e27c17432abff8e314b421be50c63a42d3e95e0,walkonwayvs_,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:18:24.085043,2021-07-29T15:16:41
0x99bf2b59979a39251df6fde94f0f856f666cdc7a,robertih,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:09:59.357297,2021-07-29T15:16:41
0x1d6f2f0356b3defadf14b1a0f8a3dcda89367d68,PetStick,1,CryptoMotors,Abyssus,7.6e-13,2021-03-21T21:09:38.128268,2021-07-29T15:16:41
0xe635b15291f31c1ba6c7a6c3d26cbdf6c0f77204,JohnnyJazz,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:07:45.212357,2021-07-29T15:16:41
0x3e5a8bcc28f7c703fa2396f4a6350e93ec36caef,,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:07:41.522485,2021-07-29T15:16:41
0x4ae901fbdb69ea08d63224964fc5e9696f0fe6d0,,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:06:38.175488,2021-07-29T15:16:41
0x698c44befc69cf286b4a38ae21b49b98a0e6e9b2,,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:06:11.719650,2021-07-29T15:16:41
0x09430565e3a38884fedd42e5fd0e05656f7b24b2,Cryptic1,1,CryptoMotors,Abyssus,5110.0,2021-03-21T21:04:46.435966,2021-07-29T15:16:41
0xbd4eb0295468c80725017f74113f5aebbd6e8d12,yoni9091,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:01:30.371598,2021-07-29T15:16:41
0xa027f2b780e37fc99db4cb15c1721fbababda109,blackwing,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:01:11.815705,2021-07-29T15:16:41
0xe9d871059eb2d286f2bf41bc3da0a4dc4f8bda67,kinspatman,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:01:11.884490,2021-07-29T15:16:41
0xdbab934dc04cfdf406e3b6a5d1f2b34450ab337f,,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:00:58.101706,2021-07-29T15:16:41
0x2f34dfb91116c5f56aeb444fd18e7ef0d8158f7b,_spacepunk,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:00:57.735599,2021-07-29T15:16:41
0x6891e5ad2acdaf9c5a1aa362e6cf4c32f13389ca,Cryptin,1,CryptoMotors,Abyssus,1.1,2021-03-21T21:00:58.551166,2021-07-29T15:16:41
0x607502216cfe3bfe8407ee5ef62e9a4cfefcb66c,artbyenricomoses,1,CryptoMotors,Abyssus,7.6e-13,2021-03-21T21:00:47.259937,2021-07-29T15:16:41
0xeae89e8ced8ee71b064c3601e19e253605b988fe,primalkolor,1,CryptoMotors,Abyssus,1.887,2021-03-21T18:48:51.889760,2021-07-29T15:16:41
0x060b8ac3d19a18c2281c1d629b6f57bafcb7c920,DumbGriot,1,CryptoMotors,Abyssus,1.5,2021-03-21T01:22:59.111519,2021-07-29T15:16:41
0xdcafb6d3223cf31234cff6ec6c6956cb190825f5,Elon_Goldwater,1,CryptoMotors,Abyssus,3.0,2021-03-20T23:20:51.767531,2021-07-29T15:16:41
0x2af6fb9d7a4a762f8523baa3546cd24080c659af,,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:07:16.771926,2021-07-29T15:16:41
0x92b7a519317aca2895455a179e5742ec2be06a48,ronmexico,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:03:17.044649,2021-07-29T15:16:41
0xa76697980386e5bdbe3b695c8e2233798c5b8086,Pingu73,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:02:44.734578,2021-07-29T15:16:41
0x39e2a1128a2a6a756c7c8ed501ff586a883c875d,Grevinator,1,CryptoMotors,Abyssus,6.7e-13,2021-03-18T21:02:41.504355,2021-07-29T15:16:41
0xa7c1ee2da56072c8303ee4bcab33341c0867382a,A7C1EE,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:02:41.428032,2021-07-29T15:16:41
0xf354eb4b8329f3d4b81e6e3b8fe6bb2df993136d,,1,CryptoMotors,Abyssus,6.7e-13,2021-03-18T21:02:21.686829,2021-07-29T15:16:41
0xb9787250110def1995705798841bfb03ca32254a,0xB978,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:02:21.726530,2021-07-29T15:16:41
0x7ee8f8f465896f56edbdb5209015b64249c96ddc,terminatornyc,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:02:17.380036,2021-07-29T15:16:41
0x0d37cd9083f48ba016f8c6eb5cc03e1427553238,LouisVault,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:55.978119,2021-07-29T15:16:41
0xc9637a0edca0326523e31f4af536cecd20d45fda,trimakasi31,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:56.254749,2021-07-29T15:16:41
0x127f892a760d19f5268a8468006659550b98fb6e,dmitri_,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:53.171958,2021-07-29T15:16:41
0xb76e4a9932538bbad705d2936d0db755389cacff,kleintonno,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:54.512548,2021-07-29T15:16:41
0xe3478483a9a7ecd8cdde248ea43b48197b19e09e,zerocool,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:39.562108,2021-07-29T15:16:41
0x95a1267e354a0b2c5fb4d1f30714f1b55eee1fb1,,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:37.339589,2021-07-29T15:16:41
0x4c3855af08814efaa382dbf38ce0eedd4f4e6356,DeepTurtle,1,CryptoMotors,Abyssus,6.7e-13,2021-03-18T21:01:38.321114,2021-07-29T15:16:41
0xf4c64db66ffb301985f5ecd85c8f3f9c02f2659d,Maxwellington,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:28.861281,2021-07-29T15:16:41
0x1b3cd68b2fcea1e02b12bfcb83c7f167df55283c,SassyDenimAlligatorOfExcitement,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:28.524042,2021-07-29T15:16:41
0x6b347a82fcac4e6a38d1fc40e3631bd8f9495e9f,B2Ru,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:28.210307,2021-07-29T15:16:41
0x72194dac7beb999d01bd6b152f6787101e7a0b2e,0x5a0c,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:29.798754,2021-07-29T15:16:41
0x23e4e5940536710c1333c5f9286fa3aa83393817,Minterras,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:27.358249,2021-07-29T15:16:41
0xc51fefb9ef83f2d300448b22db6fac032f96df3f,c51fefb9ef83f2d300448b22db6fac032f96df3f,1,CryptoMotors,Abyssus,4656.0,2021-03-18T21:01:27.898351,2021-07-29T15:16:41
0x5095804e29a1e489d885c2a10d6dac9a870b1319,,1,CryptoMotors,Abyssus,1.1,2021-03-18T21:01:24.921899,2021-07-29T15:16:41
0x8da02d597a2616e9ec0c82b2b8366b00d69da29a,RallyMonkey,1,CryptoMotors,Abyssus,1.99,2021-03-18T17:15:07.490921,2021-07-29T15:16:41
0xd30391e21741c54c32987bcfca3d880e6d261cb0,Psyops33,1,CryptoMotors,Abyssus,1.98,2021-03-18T08:23:52.134843,2021-07-29T15:16:41
0x91fc5df0d4075f43b7948fe8fef602e657ccbabe,ccBaBe,1,CryptoMotors,Abyssus,2.7,2021-03-17T15:37:28.898765,2021-07-29T15:16:41
0x2a9eaf324a8ae647a7e79edb723e8d9e5d02bb35,uritell,1,CryptoMotors,Abyssus,3.91,2021-03-16T21:25:00.463277,2021-07-29T15:16:41
0xe15cf0ede90e9059188fc8439014d1ffe29e0bbc,__e1,1,CryptoMotors,Abyssus,1.1,2021-03-16T21:09:19.361075,2021-07-29T15:16:41
0xcbf3f36a83b80c546c7e56abd7fbb547946b6ed4,Korakis,1,CryptoMotors,Abyssus,5000.0,2021-03-16T21:07:32.545253,2021-07-29T15:16:41
0xd04bc1bc3de12573f6f2f4cb746c66c4b272b27f,0xd04b,1,CryptoMotors,Abyssus,5000.0,2021-03-16T21:07:11.456722,2021-07-29T15:16:41
0x90162ad4623910bd53ea3c1f64acbf360678f8ba,BitcoinBilly,1,CryptoMotors,Abyssus,5000.0,2021-03-16T21:07:07.221382,2021-07-29T15:16:41
0xbe3bf9bb42bf423695b792250be206c9a58e2de1,CataclysmicCelestialBody,1,CryptoMotors,Abyssus,5000.0,2021-03-16T21:04:49.959351,2021-07-29T15:16:41
0x049808d5eaa90a2665b9703d2246dded34f1eb73,HeLe,1,CryptoMotors,Abyssus,1.1,2021-03-16T21:03:36.328177,2021-07-29T15:16:41
0x37c701ecd86cdddba614cf194d9a41d1f9c55145,Jadystana,1,CryptoMotors,Abyssus,1.1,2021-03-16T21:03:10.765937,2021-07-29T15:16:41
0x67c8a4d9b638847c27b35673474001090f97d210,B_OB,1,CryptoMotors,Abyssus,1.1,2021-03-16T21:02:07.723935,2021-07-29T15:16:41
0xe3c883b4274bf5c309d7de95a67545a69e7179db,imnotArt_Vault,1,CryptoMotors,Abyssus - Somnium Space VR edition,10.0,2021-03-14T13:35:23.101705,2021-07-29T15:16:41
0xb440d55d052e42e69784b5a6ba250dd15b6afacb,ioncloud,1,CryptoMotors,Sedan,2.49,2021-03-13T16:55:41.911924,2021-07-29T15:16:41
0x36ca4898d224ae146cac312f4502568544157953,,1,CryptoMotors,Sport Coupé,4.25,2021-03-11T21:00:49.496691,2021-07-29T15:16:41
0x7b89cec7b0d77c9140eb28368930f77ffc0c0a3a,ZodiacRacer,1,CryptoMotors,Sedan,1.88,2021-03-06T09:14:11.908326,2021-07-29T15:16:41
0x5d96d8f927a7bf5f342017caf70039b9e9cfc216,jp2step,1,CryptoMotors,Abyssus,2.98,2021-03-03T02:26:44.658241,2021-07-29T15:16:41
0x60b0224bebd002e2cf9ef7d505dcd07ea5bd1156,,1,CryptoMotors,SUV,1.5,2020-12-22T17:30:19.809409,2021-07-29T15:16:41
0x1c5eb68630ccd90c3152fb9dee3a1c2a7201631d,AfroViking,1,CryptoMotors,SUV,1.5,2020-12-22T16:53:12.078691,2021-07-29T15:16:41
0x16df45560dcbdc85825d2015bbd2f03fc5676b71,Saber,1,CryptoMotors,Sedan,1.0,2020-12-22T16:31:50.220941,2021-07-29T15:16:41
0x40dcb6db7bf5352cfe9219033ffdc67b5e3e0488,futuremars051,1,CryptoMotors,Sedan,1.0,2020-12-22T16:30:22.964605,2021-07-29T15:16:41
0x8bb37fb0f0462bb3fc8995cf17721f8e4a399629,MetaKovan,1,CryptoMotors,SUV,7.77,2020-12-11T08:57:07.799691,2021-07-29T15:16:41
0x6fd155b9d52f80e8a73a8a2537268602978486e2,xibot,1,CryptoMotors,Sedan,1.0,2020-12-08T16:45:53.302662,2021-07-29T15:16:41
0xa16ce88f9f702d390244ce016f9416b23c9c3027,lander,1,CryptoMotors,Sport Coupé,3.75,2020-10-22T16:46:36.945972,2021-07-29T15:16:41
0xbc1b89612b8c8e006929197569818e785e427bfb,mysha,1,CryptoMotors,Sport Coupé,3.68,2020-10-22T16:21:54.039393,2021-07-29T15:16:41
0xeb1fbb2d250d7a20ecd76a33c079d7c0b74f965e,Jeff7,1,CryptoMotors,SUV,2.22,2020-10-21T15:27:59.773002,2021-07-29T15:16:41
0xe59d87e5298ac2fb24c2fc55d256cb8fcb696238,BitBuzz,1,CryptoMotors,SUV,4.55,2020-10-21T15:13:20.384039,2021-07-29T15:16:41
0xc2e4af5c3e72d44be02ef922823d43f96790bbd6,,1,CryptoMotors,Sedan,4.2,2020-10-20T14:38:20.206826,2021-07-29T15:16:41
0x2777511d767e68351278d9e34a75f4d5f1ddedc8,,1,CryptoMotors,Abyssus,5.0,2020-10-01T17:28:55.228171,2021-07-29T15:16:41
0x4b48670322f2e97ee4f138a4c31d14c4c1b4b5ad,Ploopsie,1,CryptoMotors,Abyssus,1.0,2020-09-16T17:28:45.701072,2021-07-29T15:16:41
0xa2b3b5c4ab5f3d3afdd2f73352a852a6e8c4df65,fomochan,1,CryptoMotors,Sedan,1.0,2020-09-12T17:33:42.457170,2021-07-29T15:16:41
0xdad1a4e60afdc989173fda505110dab1b9e7645e,digitalassetgallery,1,CryptoMotors,SUV,0.5,2020-06-29T15:18:29.492820,2021-07-29T15:16:41
0x7e06f93fe3b66c4887d80f0be5ebb1202159282c,justuravgjoe,1,CryptoMotors,SUV,1.0047705728543992,2020-05-05T22:34:38.492841,2021-07-29T15:16:41
0x21d3c5f495c09a3bd104f130a2835171540bb083,PremiumBlockchainDomains,1,CryptoMotors,Sedan,1.49,2020-04-16T16:57:17.303468,2021-07-29T15:16:41
0xe72d05ac58cb93f9143d5f14b6a78aa1e937a336,MrSink,1,CryptoMotors,SUV,0.5,2020-04-10T13:27:23.695529,2021-07-29T15:16:41
0x0eb9a7ff5cbf719251989caf1599c1270eafb531,CPyrc,1,CryptoMotors,Sedan,1.0,2020-04-03T11:33:54.555448,2021-07-29T15:16:41
0x81f3b9d833edc8dc794e84e3ff5c3803a9d6c017,0x81f3b9d833edc8dc794e84e3ff5c3803a9d6c017,1,CryptoMotors,Sedan,1.0,2020-03-19T22:25:31.251553,2021-07-29T15:16:41
0xe9659ca29dec45c493fabd388dd12be3084b4c06,BPJG,1,CryptoMotors,SUV,0.8,2020-03-18T21:41:07.991453,2021-07-29T15:16:41
0x2a3f7e5170ea8ca967f85f091ef84591f639e031,supahmarbler,1,CryptoMotors,SUV,0.5,2020-03-17T12:40:50.715198,2021-07-29T15:16:41
0x44e9d011df8741be2493e99297e9ad67bb1aa85b,WizardX,1,CryptoMotors,SUV,0.5,2020-03-05T10:54:17.118914,2021-07-29T15:16:41
0x9671a3fbbfb13d68e5770afed424f8915ea0ada3,n0shot,1,CryptoMotors,Sedan,1.9,2020-03-04T16:42:02.002224,2021-07-29T15:16:41
0x89f1e49e667f711c5cb64d064d9a72f5e3e42e52,0x89f1e49e667f711c5cb64d064d9a72f5e3e42e52,1,CryptoMotors,SUV,0.45,2020-02-24T09:02:29.894773,2021-07-29T15:16:41
0x41a646c53d65a72b46f600e7d69a6091753840d5,,1,CryptoMotors,Abyssus - Somnium Space VR edition,16.6,2020-02-24T07:56:37.820285,2021-07-29T15:16:41
0x81e4fb0c64bf49f89b57f6648562fc9a791b2e92,Dirtyfox,1,CryptoMotors,Abyssus - Somnium Space VR edition,12.0,2020-02-24T07:42:10.424123,2021-07-29T15:16:41
0x93b7e47db71372cfaa56686d46183ce01ad0a3ad,Unannounced,1,CryptoMotors,Abyssus - Somnium Space VR edition,13.5,2020-02-24T07:36:25.980192,2021-07-29T15:16:41
0xf98ef509679b367270b5256f65d780295e446a16,CashChris,1,CryptoMotors,Abyssus - Somnium Space VR edition,5.0,2020-02-24T07:26:27.554848,2021-07-29T15:16:41
0x395bcc46e65d92f30e969cbe789c240a4f67d773,RichardVBlow,1,CryptoMotors,Abyssus - Somnium Space VR edition,16.0,2020-02-24T07:11:40.560215,2021-07-29T15:16:41
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,Pranksy,1,CryptoMotors,Sedan,0.25,2020-02-21T17:02:11.220747,2021-07-29T15:16:41
0xc35cfe8d50e63b48fc624ff91a668c18ef9277a5,felblob2,1,CryptoMotors,Sedan,0.25,2020-02-21T03:30:40.099242,2021-07-29T15:16:41
0xf35bcdaa130d52e90402689734f2fa315fa3ff41,Zoomtra,1,CryptoMotors,Sedan,0.25,2020-02-21T02:06:44.949443,2021-07-29T15:16:41
0x31ff9fa3caed27dddbef7ef2b7df1f400007a662,Carreras9,1,CryptoMotors,Sedan,0.25,2020-02-20T10:59:50.154597,2021-07-29T15:16:41
0xcd4fec10c8ad4873e209062b31defb684ff8cb7c,cryptotonya,1,CryptoMotors,Sedan,0.25,2020-02-20T00:06:28.453469,2021-07-29T15:16:41
0x23c4af1bc2d272f077120d55bf1c413b9992f910,GUYNFT,1,CryptoMotors,Sedan,0.25,2020-02-18T09:02:15.620180,2021-07-29T15:16:41
0x3bf03010cb0ff616e2a9806efee4920ff67cb651,flashmob96,1,CryptoMotors,Sedan,0.25,2020-02-09T23:39:08.778717,2021-07-29T15:16:41
0x4a0018c28570d4b5d14db76cc9d649b560fb49a5,aram_eth,1,SoulCurryArt,Spaces,0.22,2021-08-03T09:27:28.345496,2021-08-03T09:36:39
0x96031b060abf020a2f57008e50d1ddce37e43410,epikcrypto,1,SoulCurryArt,Pod People - Zen,0.15,2021-08-03T09:27:26.671398,2021-08-03T09:36:39
0xbfe384d79969bcb583b8a0e5fedc314aee480e7e,barnyard_eth,1,SoulCurryArt,Alliance - Limited Edition,0.192,2021-08-01T14:03:55.967298,2021-08-03T09:36:39
0xaa584127b91100dde6b52228c28848a7b1d059c9,GmDegen,1,SoulCurryArt,Eternal,0.15,2021-08-01T00:56:07.268716,2021-08-03T09:36:39
0x05ad39f902d5d0f4a61003550c36682d1826a883,PinchAndWhistle,1,SoulCurryArt,Eternal,0.15,2021-07-27T19:53:35.720434,2021-08-03T09:36:39
0xa1249a54752ebc209f6b188efa7264c2cfa5cec9,nftwise,1,SoulCurryArt,Eternal,0.15,2021-07-27T17:38:51.848118,2021-08-03T09:36:39
0x3ed5c3f9061437ede251e53b5e2e8edcc36192b5,CryptoSauga,1,SoulCurryArt,Pod People - Think,0.082,2021-07-27T17:09:15.453472,2021-08-03T09:36:39
0x6d765f26e56384ad21c5103995ad1c21fd239589,jawa,1,SoulCurryArt,Spaces,0.12,2021-07-23T01:56:24.419881,2021-08-03T09:36:39
0x9d16562a7bf8df9f3358bc80ed08bd7a36dcddaa,,1,SoulCurryArt,Pod People - Zen,0.072,2021-07-20T16:04:11.560615,2021-08-03T09:36:39
0x547e239e6efce67e2d767f814a66fca3229d948b,stargazer2021,1,SoulCurryArt,Spaces,0.12,2021-07-20T03:53:46.305113,2021-08-03T09:36:39
0xbaa4aa9933b4548cff0be2693e7af7e14e9ee49b,ogCOOLog,1,SoulCurryArt,Spaces,0.12,2021-07-16T14:38:56.994458,2021-08-03T09:36:39
0x1dc814b5def304feec68548772176264a9df98bb,SeviLovesArt,1,SoulCurryArt,Alliance - Limited Edition,0.183,2021-06-12T03:00:52.816752,2021-08-03T09:36:39
0x003f35595dce3187b4fff2b5a2c4303f7158208a,0x003F,1,Unravelling: Void Attractors,Void Attractor: #542,0.75,2021-08-02T22:18:18.726096,2021-08-03T09:36:39
0x4184740fd5ff75b1d66aaddd5b9b5772296f8f46,418474,1,Unravelling: Void Attractors,Void Attractor: #540,0.5,2021-08-02T20:31:29.045556,2021-08-03T09:36:39
0xaf6f69d2f3f2d0feab82c302eebef1e72fb8dd77,,1,Unravelling: Void Attractors,Void Attractor: #419,0.75,2021-08-02T15:43:36.145057,2021-08-03T09:36:39
0xc2a1db4cf8319e11e0851a912927ec46c1c58b17,,1,Unravelling: Void Attractors,Void Attractor: #460,0.8,2021-08-02T15:40:00.140483,2021-08-03T09:36:39
0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,0xf296,1,Unravelling: Void Attractors,Void Attractor: #543,1.0,2021-08-02T11:22:33.493365,2021-08-03T09:36:39
0x5c7cf5a5df5ca98e435e66fb0fc04a9ba883a8c4,BROC,1,Unravelling: Void Attractors,Void Attractor: #432,1.0,2021-08-02T05:58:26.826579,2021-08-03T09:36:39
0xb2ae49c0ae0a0cbefb3cd050de7915516d0c3082,Zucaritas,1,Unravelling: Void Attractors,Void Attractor: #459,1.0,2021-08-01T18:47:28.447901,2021-08-03T09:36:39
0x88dc672624b511dbf08881624629a13af10acfce,p0_Xx,1,Unravelling: Void Attractors,Void Attractor: #367,2.0,2021-08-01T17:58:32.004441,2021-08-03T09:36:39
0xb75e6a898f4d7dd32efea8d27094432b0f90618d,lolzzz,1,Unravelling: Void Attractors,Void Attractor: #440,1.3,2021-08-01T14:17:55.175219,2021-08-03T09:36:39
0x5399a09fc5d0054fe1d0c15b2dd135fcf7cc3ade,Scalynelsoneth,1,Unravelling: Void Attractors,Void Attractor: #462,1.9,2021-08-01T05:18:23.577939,2021-08-03T09:36:39
0x537265e3fa15c839e445a483e8428e2dd627d00c,gabrielayuso,1,Unravelling: Void Attractors,Void Attractor: #514,1.5,2021-08-01T03:47:29.744827,2021-08-03T09:36:39
0x3ff8141782b6d3073251e99a7392fde3bf72871e,71e-DM,1,Unravelling: Void Attractors,Void Attractor: #175,1.43,2021-08-01T03:07:44.783526,2021-08-03T09:36:39
0xa8dc00721252533d88b0455dd0b4acd631af1f10,NonFungibleNerd,1,Unravelling: Void Attractors,Void Attractor: #394,1.08,2021-08-01T02:56:03.860934,2021-08-03T09:36:39
0x0959f887ccab7fd6a86a0e5bcaf742e461faa1ed,paretoefficiency,1,Unravelling: Void Attractors,Void Attractor: #116,0.8,2021-07-31T19:04:40.462439,2021-08-03T09:36:39
0x67444dbb734f0a03dacae001e754b0bfa971c68f,Micela,1,Unravelling: Void Attractors,Void Attractor: #454,1.5,2021-07-31T18:32:09.155137,2021-08-03T09:36:39
0x9e33ad8444b8c5a7dce2a6a1f458a7390f167748,RarePepeglyph,1,Unravelling: Void Attractors,Void Attractor: #553,0.9,2021-07-31T18:25:50.806222,2021-08-03T09:36:39
0x88bbbf908d75453087f3f65e8653bd1e1b3b0266,Danooka,1,Unravelling: Void Attractors,Void Attractor: #240,0.99,2021-07-31T17:47:27.334221,2021-08-03T09:36:39
